token	type	attributes	methods	fields	properties	nested
0x02000543	StardewValley.SaveMigrations.SaveMigrator_1_6+<>c__DisplayClass3_1	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000544	StardewValley.SaveMigrations.SaveMigrator_1_6+<>c__DisplayClass3_2	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000545	StardewValley.SaveMigrations.SaveMigrator_1_6+<>c__DisplayClass3_3	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000546	StardewValley.SaveMigrations.SaveMigrator_1_6+<>c__DisplayClass3_4	NestedPrivate, Sealed, BeforeFieldInit	0	1	0	0
0x02000547	StardewValley.Quests.ItemDeliveryQuest+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	4	3	0	0
0x02000548	StardewValley.Projectiles.BasicProjectile+onCollisionBehavior	NestedPublic, Sealed	4	0	0	0
0x02000549	StardewValley.Pathfinding.PathFindController+isAtEnd	NestedPublic, Sealed	4	0	0	0
0x0200054A	StardewValley.Pathfinding.PathFindController+endBehavior	NestedPublic, Sealed	4	0	0	0
0x0200054B	StardewValley.Objects.BedFurniture+BedType	NestedPublic, Sealed	0	5	0	0
0x0200054C	StardewValley.Objects.BedFurniture+<>c__DisplayClass19_0	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x0200054D	StardewValley.Objects.BedFurniture+<>c__DisplayClass24_0	NestedPrivate, Sealed, BeforeFieldInit	0	3	0	0
0x0200054E	StardewValley.Objects.Chest+SpecialChestTypes	NestedPublic, Sealed	0	8	0	0
0x0200054F	StardewValley.Objects.Chest+<>c__DisplayClass51_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000550	StardewValley.Objects.Chest+<>c__DisplayClass53_0	NestedPrivate, Sealed, BeforeFieldInit	0	2	0	0
0x02000551	StardewValley.Objects.Chest+<>c__DisplayClass58_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000552	StardewValley.Objects.Chest+<>c__DisplayClass60_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000553	StardewValley.Objects.Clothing+ClothesType	NestedPublic, Sealed	0	3	0	0
0x02000554	StardewValley.Objects.FishTankFurniture+FishTankCategories	NestedPublic, Sealed	0	5	0	0
0x02000555	StardewValley.Objects.FishTankFurniture+<>c__DisplayClass29_0	NestedPrivate, Sealed, BeforeFieldInit	3	3	0	0
0x02000556	StardewValley.Objects.TankFish+FishType	NestedPublic, Sealed	0	9	0	0
0x02000557	StardewValley.Objects.Hat+HairDrawType	NestedPublic, Sealed	0	4	0	0
0x02000558	StardewValley.Objects.ItemPedestal+<>c__DisplayClass15_0	NestedPrivate, Sealed, BeforeFieldInit	3	3	0	0
0x02000559	StardewValley.Objects.ItemPedestal+<>c__DisplayClass18_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200055A	StardewValley.Objects.Mannequin+<>c__DisplayClass28_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200055B	StardewValley.Objects.Mannequin+<>c__DisplayClass28_1	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200055C	StardewValley.Objects.Mannequin+<>c__DisplayClass31_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200055D	StardewValley.Objects.StorageFurniture+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x0200055E	StardewValley.Objects.Workbench+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x0200055F	StardewValley.Objects.Workbench+<>c__DisplayClass6_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000560	StardewValley.Objects.Workbench+<>c__DisplayClass6_1	NestedPrivate, Sealed, BeforeFieldInit	3	3	0	0
0x02000561	StardewValley.Objects.DefaultPhoneHandler+OutgoingCallIds	NestedPublic, Abstract, Sealed, BeforeFieldInit	0	6	0	0
0x02000562	StardewValley.Objects.DefaultPhoneHandler+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x02000563	StardewValley.Objects.DefaultPhoneHandler+<>c__DisplayClass10_0	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x02000564	StardewValley.Objects.DefaultPhoneHandler+<>c__DisplayClass2_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000565	StardewValley.Objects.DefaultPhoneHandler+<>c__DisplayClass3_0	NestedPrivate, Sealed, BeforeFieldInit	0	1	0	0
0x02000566	StardewValley.Objects.DefaultPhoneHandler+<>c__DisplayClass5_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000567	StardewValley.Objects.DefaultPhoneHandler+<>c__DisplayClass6_0	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x02000568	StardewValley.Objects.DefaultPhoneHandler+<>c__DisplayClass7_0	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x02000569	StardewValley.Objects.DefaultPhoneHandler+<>c__DisplayClass8_0	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x0200056A	StardewValley.Objects.DefaultPhoneHandler+<>c__DisplayClass9_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x0200056B	StardewValley.Objects.Trinkets.MagicQuiverTrinketEffect+<>c__DisplayClass10_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x0200056C	StardewValley.Network.Client+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x0200056D	StardewValley.Network.FarmerCollection+Enumerator	NestedPublic, SequentialLayout, Sealed, BeforeFieldInit	6	5	2	0
0x0200056E	StardewValley.Network.GameServer+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	9	8	0	0
0x0200056F	StardewValley.Network.GameServer+<>c__DisplayClass14_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000570	StardewValley.Network.GameServer+<>c__DisplayClass42_0	NestedPrivate, Sealed, BeforeFieldInit	0	7	0	0
0x02000571	StardewValley.Network.GameServer+<>c__DisplayClass43_0	NestedPrivate, Sealed, BeforeFieldInit	2	4	0	0
0x02000572	StardewValley.Network.LidgrenClient+<>c__DisplayClass22_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000573	StardewValley.Network.LidgrenClient+<>c__DisplayClass23_0	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x02000574	StardewValley.Network.LidgrenServer+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x02000575	StardewValley.Network.LidgrenServer+<>c__DisplayClass17_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000576	StardewValley.Network.LidgrenServer+<>c__DisplayClass18_0	NestedPrivate, Sealed, BeforeFieldInit	3	3	0	0
0x02000577	StardewValley.Network.LidgrenServer+<>c__DisplayClass23_0	NestedPrivate, Sealed, BeforeFieldInit	3	5	0	0
0x02000578	StardewValley.Network.LidgrenServer+<>c__DisplayClass23_1	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x02000579	StardewValley.Network.LidgrenServer+<>c__DisplayClass23_2	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200057A	StardewValley.Network.NetAudio+<>c__DisplayClass11_0	NestedPrivate, Sealed, BeforeFieldInit	2	4	0	0
0x0200057B	StardewValley.Network.NetFarmerCollection+FarmerEvent	NestedPublic, Sealed	4	0	0	0
0x0200057C	StardewValley.Network.NetFarmerCollection+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x0200057D	StardewValley.Network.NetFarmerRef+<GetEnumerator>d__15	NestedPrivate, Sealed, BeforeFieldInit	6	3	2	0
0x0200057E	StardewValley.Network.NetMutexQueue`1+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x0200057F	StardewValley.Network.NetMutexQueue`1+<>c__DisplayClass11_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000580	StardewValley.Network.NetMutexQueue`1+<>c__DisplayClass11_1	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000581	StardewValley.Network.NetPausableField`3+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x02000582	StardewValley.Network.NetWorldState+<>c__DisplayClass183_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000583	StardewValley.Network.OutgoingMessage+<>c__DisplayClass14_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000584	StardewValley.Network.NetEvents.SetMailRequest+<>c__DisplayClass9_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000585	StardewValley.Network.Dedicated.DedicatedServer+FarmerWarp	NestedPublic, BeforeFieldInit	1	7	0	0
0x02000586	StardewValley.Monsters.DinoMonster+AttackState	NestedPublic, Sealed	0	4	0	0
0x02000587	StardewValley.Monsters.DinoMonster+BreathProjectile	NestedPublic, BeforeFieldInit	7	7	1	0
0x02000588	StardewValley.Monsters.Ghost+GhostVariant	NestedPublic, Sealed	0	3	0	0
0x02000589	StardewValley.Monsters.GreenSlime+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x0200058A	StardewValley.Monsters.LavaLurk+State	NestedPublic, Sealed	0	6	0	0
0x0200058B	StardewValley.Monsters.Monster+collisionBehavior	NestedPublic, Sealed	4	0	0	0
0x0200058C	StardewValley.Minigames.AbigailGame+behaviorAfterMotionPause	NestedPublic, Sealed	4	0	0	0
0x0200058D	StardewValley.Minigames.AbigailGame+GameKeys	NestedPublic, Sealed	0	13	0	0
0x0200058E	StardewValley.Minigames.AbigailGame+CowboyPowerup	NestedPublic, BeforeFieldInit	2	4	0	0
0x0200058F	StardewValley.Minigames.AbigailGame+JOTPKProgress	NestedPublic, BeforeFieldInit	2	16	1	0
0x02000590	StardewValley.Minigames.AbigailGame+CowboyBullet	NestedPublic, BeforeFieldInit	2	3	0	0
0x02000591	StardewValley.Minigames.AbigailGame+CowboyMonster	NestedPublic, BeforeFieldInit	7	19	0	0
0x02000592	StardewValley.Minigames.AbigailGame+Dracula	NestedPublic, BeforeFieldInit	7	11	0	0
0x02000593	StardewValley.Minigames.AbigailGame+Outlaw	NestedPublic, BeforeFieldInit	5	14	0	0
0x02000594	StardewValley.Minigames.AbigailGame+<>c__DisplayClass202_0	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x02000595	StardewValley.Minigames.BoatJourney+WaterSparkle	NestedPublic, BeforeFieldInit	4	1	0	0
0x02000596	StardewValley.Minigames.BoatJourney+Wave	NestedPublic, BeforeFieldInit	3	1	0	0
0x02000597	StardewValley.Minigames.BoatJourney+Boat	NestedPublic, BeforeFieldInit	2	6	0	0
0x02000598	StardewValley.Minigames.BoatJourney+Entity	NestedPublic, BeforeFieldInit	7	17	0	0
0x02000599	StardewValley.Minigames.BoatJourney+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x0200059A	StardewValley.Minigames.BoatJourney+<>c__DisplayClass27_0	NestedPrivate, Sealed, BeforeFieldInit	3	2	0	0
0x0200059B	StardewValley.Minigames.CraneGame+GameButtons	NestedPublic, Sealed	0	11	0	0
0x0200059C	StardewValley.Minigames.CraneGame+GameLogic	NestedPublic, BeforeFieldInit	5	21	0	4
0x0200059D	StardewValley.Minigames.CraneGame+Trampoline	NestedPublic, BeforeFieldInit	1	0	0	0
0x0200059E	StardewValley.Minigames.CraneGame+Shadow	NestedPublic, BeforeFieldInit	2	1	0	0
0x0200059F	StardewValley.Minigames.CraneGame+Claw	NestedPublic, BeforeFieldInit	10	7	1	0
0x020005A0	StardewValley.Minigames.CraneGame+ConveyerBelt	NestedPublic, BeforeFieldInit	4	3	0	0
0x020005A1	StardewValley.Minigames.CraneGame+Bush	NestedPublic, BeforeFieldInit	2	0	0	0
0x020005A2	StardewValley.Minigames.CraneGame+Prize	NestedPublic, BeforeFieldInit	6	9	0	0
0x020005A3	StardewValley.Minigames.CraneGame+CraneGameObject	NestedPublic, BeforeFieldInit	10	17	0	1
0x020005A4	StardewValley.Minigames.CraneGame+SwayEffect	NestedPublic, BeforeFieldInit	2	4	0	0
0x020005A5	StardewValley.Minigames.CraneGame+ShakeEffect	NestedPublic, BeforeFieldInit	2	3	0	0
0x020005A6	StardewValley.Minigames.CraneGame+StretchEffect	NestedPublic, BeforeFieldInit	2	3	0	0
0x020005A7	StardewValley.Minigames.CraneGame+DrawEffect	NestedPublic, BeforeFieldInit	2	0	0	0
0x020005A8	StardewValley.Minigames.Darts+GameState	NestedPublic, Sealed	0	7	0	0
0x020005A9	StardewValley.Minigames.Darts+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x020005AA	StardewValley.Minigames.Intro+Balloon	NestedPublic, BeforeFieldInit	2	2	0	0
0x020005AB	StardewValley.Minigames.MineCart+GameStates	NestedPublic, Sealed	0	6	0	0
0x020005AC	StardewValley.Minigames.MineCart+LevelTransition	NestedPublic, BeforeFieldInit	1	5	0	0
0x020005AD	StardewValley.Minigames.MineCart+CollectableFruits	NestedPublic, Sealed	0	5	0	0
0x020005AE	StardewValley.Minigames.MineCart+ObstacleTypes	NestedPublic, Sealed	0	4	0	0
0x020005AF	StardewValley.Minigames.MineCart+GeneratorRoll	NestedPublic, BeforeFieldInit	1	4	0	0
0x020005B0	StardewValley.Minigames.MineCart+MapJunimo	NestedPublic, BeforeFieldInit	4	8	0	1
0x020005B1	StardewValley.Minigames.MineCart+LakeDecor	NestedPublic, BeforeFieldInit	2	6	0	0
0x020005B2	StardewValley.Minigames.MineCart+StraightAwayGenerator	NestedPublic, BeforeFieldInit	9	9	0	1
0x020005B3	StardewValley.Minigames.MineCart+SmallGapGenerator	NestedPublic, BeforeFieldInit	4	4	0	0
0x020005B4	StardewValley.Minigames.MineCart+RapidHopsGenerator	NestedPublic, BeforeFieldInit	5	5	0	0
0x020005B5	StardewValley.Minigames.MineCart+NoxiousMushroom	NestedPublic, BeforeFieldInit	6	7	0	0
0x020005B6	StardewValley.Minigames.MineCart+MushroomSpring	NestedPublic, BeforeFieldInit	11	5	0	0
0x020005B7	StardewValley.Minigames.MineCart+MushroomBalanceTrackGenerator	NestedPublic, BeforeFieldInit	6	5	0	0
0x020005B8	StardewValley.Minigames.MineCart+MushroomBunnyHopGenerator	NestedPublic, BeforeFieldInit	7	8	0	0
0x020005B9	StardewValley.Minigames.MineCart+BunnyHopGenerator	NestedPublic, BeforeFieldInit	8	8	0	0
0x020005BA	StardewValley.Minigames.MineCart+BaseTrackGenerator	NestedPublic, BeforeFieldInit	16	9	0	1
0x020005BB	StardewValley.Minigames.MineCart+Spark	NestedPublic, BeforeFieldInit	1	5	0	0
0x020005BC	StardewValley.Minigames.MineCart+Entity	NestedPublic, BeforeFieldInit	13	5	1	0
0x020005BD	StardewValley.Minigames.MineCart+BaseCharacter	NestedPublic, BeforeFieldInit	1	1	0	0
0x020005BE	StardewValley.Minigames.MineCart+ICollideable	NestedPublic, ClassSemanticsMask, Abstract, BeforeFieldInit	2	0	0	0
0x020005BF	StardewValley.Minigames.MineCart+Bubble	NestedPublic, BeforeFieldInit	8	9	0	0
0x020005C0	StardewValley.Minigames.MineCart+PlayerBubbleSpawner	NestedPublic, BeforeFieldInit	2	2	0	0
0x020005C1	StardewValley.Minigames.MineCart+Whale	NestedPublic, BeforeFieldInit	6	6	0	1
0x020005C2	StardewValley.Minigames.MineCart+EndingJunimo	NestedPublic, BeforeFieldInit	4	3	0	0
0x020005C3	StardewValley.Minigames.MineCart+FallingBoulderSpawner	NestedPublic, BeforeFieldInit	5	3	0	0
0x020005C4	StardewValley.Minigames.MineCart+WillOWisp	NestedPublic, BeforeFieldInit	6	6	0	0
0x020005C5	StardewValley.Minigames.MineCart+CosmeticFallingBoulder	NestedPublic, BeforeFieldInit	3	3	0	0
0x020005C6	StardewValley.Minigames.MineCart+NoxiousGas	NestedPublic, BeforeFieldInit	6	3	0	0
0x020005C7	StardewValley.Minigames.MineCart+FallingBoulder	NestedPublic, BeforeFieldInit	8	5	0	0
0x020005C8	StardewValley.Minigames.MineCart+MineCartSlime	NestedPublic, BeforeFieldInit	3	0	0	0
0x020005C9	StardewValley.Minigames.MineCart+SlimeTrack	NestedPublic, BeforeFieldInit	3	0	0	0
0x020005CA	StardewValley.Minigames.MineCart+HugeSlime	NestedPublic, BeforeFieldInit	7	10	0	0
0x020005CB	StardewValley.Minigames.MineCart+Roadblock	NestedPublic, BeforeFieldInit	8	0	0	0
0x020005CC	StardewValley.Minigames.MineCart+MineDebris	NestedPublic, BeforeFieldInit	8	19	0	0
0x020005CD	StardewValley.Minigames.MineCart+Obstacle	NestedPublic, BeforeFieldInit	8	0	0	0
0x020005CE	StardewValley.Minigames.MineCart+Fruit	NestedPublic, BeforeFieldInit	4	1	0	0
0x020005CF	StardewValley.Minigames.MineCart+Coin	NestedPublic, BeforeFieldInit	4	6	0	0
0x020005D0	StardewValley.Minigames.MineCart+Pickup	NestedPublic, BeforeFieldInit	5	0	0	0
0x020005D1	StardewValley.Minigames.MineCart+BalanceTrack	NestedPublic, BeforeFieldInit	3	4	0	0
0x020005D2	StardewValley.Minigames.MineCart+Track	NestedPublic, BeforeFieldInit	5	3	0	1
0x020005D3	StardewValley.Minigames.MineCart+PlayerMineCartCharacter	NestedPublic, BeforeFieldInit	8	0	0	0
0x020005D4	StardewValley.Minigames.MineCart+CheckpointIndicator	NestedPublic, BeforeFieldInit	4	5	0	0
0x020005D5	StardewValley.Minigames.MineCart+GoalIndicator	NestedPublic, BeforeFieldInit	4	2	0	0
0x020005D6	StardewValley.Minigames.MineCart+MineCartCharacter	NestedPublic, BeforeFieldInit	18	20	0	0
0x020005D7	StardewValley.Minigames.MineCart+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	5	4	0	0
0x020005D8	StardewValley.Minigames.NetLeaderboards+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	4	3	0	0
0x020005D9	StardewValley.Minigames.PlaneFlyBy+<>c__DisplayClass8_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020005DA	StardewValley.Minigames.RobotBlastoff+<>c__DisplayClass9_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020005DB	StardewValley.Minigames.TargetGame+Target	NestedPublic, BeforeFieldInit	5	29	0	1
0x020005DC	StardewValley.Minigames.TargetGame+<>c__DisplayClass15_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020005DD	StardewValley.Menus.AdvancedGameOptions+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	19	18	0	0
0x020005DE	StardewValley.Menus.AdvancedGameOptions+<>c__DisplayClass28_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020005DF	StardewValley.Menus.AdvancedGameOptions+<>c__DisplayClass29_0`1	NestedPrivate, Sealed, BeforeFieldInit	2	3	0	0
0x020005E0	StardewValley.Menus.AdvancedGameOptions+<>c__DisplayClass30_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020005E1	StardewValley.Menus.AnimalPage+AnimalEntry	NestedPublic, BeforeFieldInit	1	11	0	0
0x020005E2	StardewValley.Menus.AnimalPage+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	5	4	0	0
0x020005E3	StardewValley.Menus.AnimalPage+<>c__DisplayClass15_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020005E4	StardewValley.Menus.AnimationPreviewTool+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x020005E5	StardewValley.Menus.Billboard+BillboardEventType	NestedPublic, Sealed	0	8	0	0
0x020005E6	StardewValley.Menus.Billboard+BillboardDay	NestedPublic, BeforeFieldInit	7	5	5	0
0x020005E7	StardewValley.Menus.Billboard+BillboardEvent	NestedPublic, BeforeFieldInit	6	6	5	0
0x020005E8	StardewValley.Menus.Billboard+<>c__DisplayClass11_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020005E9	StardewValley.Menus.BuffsDisplay+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	14	3	0	0
0x020005EA	StardewValley.Menus.BuffsDisplay+<getClickableComponents>d__19	NestedPrivate, Sealed, BeforeFieldInit	9	7	2	0
0x020005EB	StardewValley.Menus.BuildingPaintMenu+RegionData	NestedPublic, BeforeFieldInit	5	4	4	0
0x020005EC	StardewValley.Menus.BuildingPaintMenu+ColorSliderPanel	NestedPublic, BeforeFieldInit	16	12	0	0
0x020005ED	StardewValley.Menus.BuildingPaintMenu+BuildingColorSlider	NestedPublic, BeforeFieldInit	8	9	0	0
0x020005EE	StardewValley.Menus.BuildingSkinMenu+SkinEntry	NestedPublic, BeforeFieldInit	2	5	0	0
0x020005EF	StardewValley.Menus.CarpenterMenu+CarpentryAction	NestedPublic, Sealed	0	6	0	0
0x020005F0	StardewValley.Menus.CarpenterMenu+BlueprintEntry	NestedPublic, BeforeFieldInit	26	11	17	0
0x020005F1	StardewValley.Menus.CarpenterMenu+<>c__DisplayClass58_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x020005F2	StardewValley.Menus.CarpenterMenu+<>c__DisplayClass58_1	NestedPrivate, Sealed, BeforeFieldInit	3	5	0	0
0x020005F3	StardewValley.Menus.CharacterCustomization+Source	NestedPublic, Sealed	0	8	0	0
0x020005F4	StardewValley.Menus.CharacterCustomization+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	5	4	0	0
0x020005F5	StardewValley.Menus.ChooseFromIconsMenu+<>c__DisplayClass21_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x020005F6	StardewValley.Menus.ChooseFromListMenu+actionOnChoosingListOption	NestedPublic, Sealed	4	0	0	0
0x020005F7	StardewValley.Menus.CollectionsPage+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	5	4	0	0
0x020005F8	StardewValley.Menus.ConfirmationDialog+behavior	NestedPublic, Sealed	4	0	0	0
0x020005F9	StardewValley.Menus.CoopMenu+Tab	NestedPublic, Sealed	0	3	0	0
0x020005FA	StardewValley.Menus.CoopMenu+CoopMenuSlot	NestedFamily, Abstract, BeforeFieldInit	1	1	0	0
0x020005FB	StardewValley.Menus.CoopMenu+LabeledSlot	NestedFamily, Abstract, BeforeFieldInit	3	1	0	0
0x020005FC	StardewValley.Menus.CoopMenu+LanSlot	NestedFamily, BeforeFieldInit	2	0	0	0
0x020005FD	StardewValley.Menus.CoopMenu+InviteCodeSlot	NestedFamily, BeforeFieldInit	2	0	0	0
0x020005FE	StardewValley.Menus.CoopMenu+HostNewFarmSlot	NestedFamily, BeforeFieldInit	2	1	0	0
0x020005FF	StardewValley.Menus.CoopMenu+TooManyFarmsSlot	NestedFamily, BeforeFieldInit	2	0	0	0
0x02000600	StardewValley.Menus.CoopMenu+HostFileSlot	NestedFamily, BeforeFieldInit	6	2	0	0
0x02000601	StardewValley.Menus.CoopMenu+FriendFarmData	NestedFamily, BeforeFieldInit	1	8	0	0
0x02000602	StardewValley.Menus.CoopMenu+FriendFarmSlot	NestedFamily, BeforeFieldInit	10	1	0	0
0x02000603	StardewValley.Menus.CoopMenu+LobbyUpdateCallback	NestedPublic, BeforeFieldInit	2	1	0	0
0x02000604	StardewValley.Menus.CoopMenu+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x02000605	StardewValley.Menus.CraftingPage+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x02000606	StardewValley.Menus.CraftingPage+<>c__DisplayClass42_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x02000607	StardewValley.Menus.FarmhandMenu+FarmhandSlot	NestedPublic, BeforeFieldInit	9	2	0	0
0x02000608	StardewValley.Menus.FarmhandMenu+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x02000609	StardewValley.Menus.FieldOfficeMenu+<>c__DisplayClass5_0	NestedPrivate, Sealed, BeforeFieldInit	2	2	0	0
0x0200060A	StardewValley.Menus.ForgeMenu+CraftState	NestedPublic, Sealed	0	5	0	0
0x0200060B	StardewValley.Menus.ForgeMenu+<>c__DisplayClass50_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x0200060C	StardewValley.Menus.GeodeMenu+<>c__DisplayClass22_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x0200060D	StardewValley.Menus.IClickableMenu+onExit	NestedPublic, Sealed	4	0	0	0
0x0200060E	StardewValley.Menus.InventoryMenu+highlightThisItem	NestedPublic, Sealed	4	0	0	0
0x0200060F	StardewValley.Menus.InventoryMenu+BorderSide	NestedPublic, Sealed	0	5	0	0
0x02000610	StardewValley.Menus.InventoryPage+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	13	12	0	0
0x02000611	StardewValley.Menus.InventoryPage+<>c__DisplayClass33_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000612	StardewValley.Menus.InventoryPage+<>c__DisplayClass33_1	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000613	StardewValley.Menus.InventoryPage+<>c__DisplayClass33_2	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000614	StardewValley.Menus.ItemGrabMenu+behaviorOnItemSelect	NestedPublic, Sealed	4	0	0	0
0x02000615	StardewValley.Menus.ItemGrabMenu+TransferredItemSprite	NestedPublic, BeforeFieldInit	3	4	0	0
0x02000616	StardewValley.Menus.ItemGrabMenu+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	5	4	0	0
0x02000617	StardewValley.Menus.ItemGrabMenu+<>c__DisplayClass68_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000618	StardewValley.Menus.ItemGrabMenu+<>c__DisplayClass72_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000619	StardewValley.Menus.JunimoNoteMenu+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x0200061A	StardewValley.Menus.JunimoNoteMenu+<>c__DisplayClass77_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x0200061B	StardewValley.Menus.LanguageSelectionMenu+LanguageEntry	NestedPublic, BeforeFieldInit	1	4	0	0
0x0200061C	StardewValley.Menus.LanguageSelectionMenu+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x0200061D	StardewValley.Menus.LetterViewerMenu+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	3	2	0	0
0x0200061E	StardewValley.Menus.LevelUpMenu+<>c__DisplayClass47_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x0200061F	StardewValley.Menus.LoadGameMenu+MenuSlot	NestedPublic, Abstract, BeforeFieldInit	4	2	0	0
0x02000620	StardewValley.Menus.LoadGameMenu+SaveFileSlot	NestedPublic, BeforeFieldInit	17	4	0	0
0x02000621	StardewValley.Menus.LoadGameMenu+<>c__DisplayClass42_0	NestedPrivate, Sealed, BeforeFieldInit	2	1	0	0
0x02000622	StardewValley.Menus.LoadGameMenu+<>c__DisplayClass45_0	NestedPrivate, Sealed, BeforeFieldInit	0	2	0	0
0x02000623	StardewValley.Menus.MapPage+WorldMapDebugLineType	NestedPublic, Sealed	0	6	0	0
0x02000624	StardewValley.Menus.MasteryTrackerMenu+<>c	NestedPrivate, Sealed, Serializable, BeforeFieldInit	5	4	0	0
0x02000625	StardewValley.Menus.NamingMenu+doneNamingBehavior	NestedPublic, Sealed	4	0	0	0
